bayseg,YEAR,MONTH,entity,facname,source,tnloadtons,tploadtons,tssloadtons,bodloadtons
1,2022,6,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,0.5858724564,0.1171744913,0.1171744913,0.209240163
1,2022,6,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.0554552152,0,0.0062590536,0.0600869149
1,2022,7,Atmospheric Deposition,,Atmospheric Deposition,26.239995041,0.451090539,0,0
1,2022,7,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2022,7,CHEVAL WEST,,Non-Point Source,0.0793849469,0.0088341351,1.9652531977,0.4748370529
1,2022,7,CLEARWATER,,Non-Point Source,3.9025030693,1.0856537669,184.10021252,34.894294131
1,2022,7,Conservation,,Non-Point Source,2.2749201469,0.2574446812,25.420647967,7.357149329
1,2022,7,FDACS (Agriculture),,Non-Point Source,3.1018103257,0.1965345576,29.675182146,4.8087238796
1,2022,7,HERITAGE HARBOR,,Non-Point Source,0.0745281855,0.009004175,2.5544672581,0.5163301613
1,2022,7,HILLSBOROUGH,,Non-Point Source,19.111558838,3.7160183698,611.3644363,119.82536761
1,2022,7,LARGO,,Non-Point Source,1.8909520311,0.4006112456,68.915739098,12.736996335
1,2022,7,MSGP COT,,Non-Point Source,1.1560841068,0.1888267212,28.049849743,8.9858662904
1,2022,7,MSGP PINELLAS,,Non-Point Source,1.5990314549,0.2793043891,53.782777775,12.762161215
1,2022,7,MacDill AFB,,Non-Point Source,0.1235045254,0.0207647216,1.9924576257,0.7621055161
1,2022,7,None,,Non-Point Source,0.0067840444,0.0003142446,0.0854627926,0.0193888191
1,2022,7,OLDSMAR,,Non-Point Source,1.7726262929,0.3587568956,54.368801928,10.259991173
1,2022,7,PALM BAY,,Non-Point Source,0.0155859834,0.00342252,0.539620041,0.0928209756
1,2022,7,PARK PLACE,,Non-Point Source,0.1964567515,0.0399509291,5.2821989032,1.0422486489
1,2022,7,PASCO,,Non-Point Source,0.2317113372,0.0263295741,6.5270717712,1.4551072437
1,2022,7,PINELLAS,,Non-Point Source,7.5203770396,1.8717513749,254.76141947,49.498431051
1,2022,7,PINELLAS PARK,,Non-Point Source,1.3736027473,0.2873351523,60.453838073,9.5509126541
1,2022,7,SAFETY HARBOR,,Non-Point Source,1.7253586873,0.3959585517,53.958934661,10.262947336
1,2022,7,ST PETERSBURG,,Non-Point Source,1.1875399588,0.2499326937,47.448175217,8.7491720183
1,2022,7,STONEBRIAR,,Non-Point Source,0.0665996428,0.0079138679,2.1449803825,0.446608691
1,2022,7,TARPON SPRINGS,,Non-Point Source,0.0996590305,0.0287556359,2.9637262696,0.6355880796
1,2022,7,Tampa,,Non-Point Source,6.951481585,1.4987912173,277.76364283,52.00991896
1,2022,7,WESTCHASE,,Non-Point Source,0.4645730002,0.0909941382,11.794044689,2.4646860676
1,2022,7,WESTCHASE EAST,,Non-Point Source,0.5710778807,0.1143570465,15.644709528,3.1565966941
1,2022,7,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0,0,0,0
1,2022,7,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.2021178607,0.076084597,0.034847907,0.058079845
1,2022,7,Largo,City of Largo,PS - Domestic - REUSE,0.1026810267,0.007334359,0.0110015386,0.0403389748
1,2022,7,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0315299827,0.0004624397,0.0048345973,0.0084079954
1,2022,7,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.5633625962,0.0078791971,0.0210111924,0.0341431876
1,2022,7,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.0649265403,0.0033295662,0.0015815439,0.0080464516
1,2022,7,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.4326989847,0.0270896298,0.018149266,0.0441829033
1,2022,7,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.0749734481,0.0185803763,0.0041561368,0.0079863021
1,2022,7,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.039406334,0.0121696032,0.0144876228,0.0289752456
1,2022,7,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.6319190621,0.11067509,0.3748672403,0.3570164193
1,2022,7,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.2333283395,0.5270002152,0.2413741443,0.4022902406
1,2022,7,Largo,City of Largo,PS - Domestic - SW,1.2079055519,0.172557936,0.258836904,0.9490686479
1,2022,7,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0238010946,0.0028561314,0.0119005473,0.0238010946
1,2022,7,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,0.9537357322,0.0800337677,0.2134233806,0.3468129935
1,2022,7,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.0970929436,0,0.0116418398,0.1117616617
1,2022,8,Atmospheric Deposition,,Atmospheric Deposition,12.840463345,0.2331062121,0,0
1,2022,8,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2022,8,CHEVAL WEST,,Non-Point Source,0.0812934677,0.0040653351,1.7665362695,0.4267916652
1,2022,8,CLEARWATER,,Non-Point Source,2.5679736107,0.7204475797,122.17021354,23.156102358
1,2022,8,Conservation,,Non-Point Source,1.6328825258,0.1892402882,18.246266132,5.3401964317
1,2022,8,FDACS (Agriculture),,Non-Point Source,2.2926546987,0.1258160696,21.835998041,3.5482097637
1,2022,8,HERITAGE HARBOR,,Non-Point Source,0.0763199432,0.0041435849,2.2961718448,0.4640863807
1,2022,8,HILLSBOROUGH,,Non-Point Source,14.617316112,2.4543140093,453.32234234,89.354763273
1,2022,8,LARGO,,Non-Point Source,1.244307776,0.2658484786,45.732975789,8.4523615743
1,2022,8,MSGP COT,,Non-Point Source,0.7607408438,0.1253067584,18.614080266,5.9630849336
1,2022,8,MSGP PINELLAS,,Non-Point Source,1.0522145674,0.1853483839,35.690634767,8.4690611679
1,2022,8,MacDill AFB,,Non-Point Source,0.081269984,0.0137796173,1.3222090853,0.5057386538
1,2022,8,None,,Non-Point Source,0.0044641213,0.0002085349,0.0567137184,0.0128665586
1,2022,8,OLDSMAR,,Non-Point Source,1.1686614857,0.2386870644,36.133679318,6.8217338792
1,2022,8,PALM BAY,,Non-Point Source,0.0102560827,0.0022712087,0.3580957063,0.0615966612
1,2022,8,PARK PLACE,,Non-Point Source,0.1292749152,0.0265117213,3.5053048507,0.6916436339
1,2022,8,PASCO,,Non-Point Source,0.2372819889,0.0121164711,5.8670857428,1.30787528
1,2022,8,PINELLAS,,Non-Point Source,6.4699453078,1.7201501953,216.16240911,42.718880124
1,2022,8,PINELLAS PARK,,Non-Point Source,0.9038751653,0.1906776556,40.117597941,6.3380537289
1,2022,8,SAFETY HARBOR,,Non-Point Source,1.1353419842,0.2627609178,35.807533732,6.8105650201
1,2022,8,ST PETERSBURG,,Non-Point Source,0.7814398148,0.1658571174,31.486947348,5.8060129271
1,2022,8,STONEBRIAR,,Non-Point Source,0.0682007876,0.0036418421,1.9280903078,0.4014195307
1,2022,8,TARPON SPRINGS,,Non-Point Source,0.1251775457,0.0372527831,3.8075004158,0.8167973351
1,2022,8,Tampa,,Non-Point Source,4.5753678193,0.9948575886,184.36698571,34.521666522
1,2022,8,WESTCHASE,,Non-Point Source,0.3057041041,0.0603843589,7.8266121393,1.635583246
1,2022,8,WESTCHASE EAST,,Non-Point Source,0.3757877703,0.0758881513,10.381940779,2.0947400706
1,2022,8,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0077689877,0.0003447278,0.0008828395,0.0008407995
1,2022,8,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.04872498,0.0220962119,0.0152973774,0.0188856512
1,2022,8,Largo,City of Largo,PS - Domestic - REUSE,0.0940660653,0.0074468968,0.0078388388,0.0391941939
1,2022,8,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.03220909,0.0004724,0.0049387271,0.0085890907
1,2022,8,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.6801550849,0.0213381987,0.0180041052,0.034674573
1,2022,8,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.0734212027,0.0085373492,0.0015651807,0.007057542
1,2022,8,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.3618316498,0.0201347326,0.0299782031,0.0417609867
1,2022,8,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.0586942755,0.0109950709,0.0025062294,0.0092164565
1,2022,8,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0452194927,0.0067535606,0.0146816535,0.0293633069
1,2022,8,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.4980120342,0.1325876195,0.3395536597,0.3233844378
1,2022,8,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.219707387,0.5978084716,0.4138674034,0.5109474117
1,2022,8,Largo,City of Largo,PS - Domestic - SW,1.0741537485,0.1700743435,0.1790256247,0.8951281237
1,2022,8,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0303075895,0.003030759,0.0275523541,0.0551047082
1,2022,8,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,1.1333719067,0.2133405942,0.1800061264,0.3466784656
1,2022,8,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.1245676854,0,0.0116418398,0.1117616617
1,2022,9,Atmospheric Deposition,,Atmospheric Deposition,10.149120273,0.2756371754,0,0
1,2022,9,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2022,9,CHEVAL WEST,,Non-Point Source,0.2855505492,0.010997762,6.2907922878,1.5201569982
1,2022,9,CLEARWATER,,Non-Point Source,8.6747444464,2.4958639951,423.23722896,80.220246095
1,2022,9,Conservation,,Non-Point Source,5.6035281596,0.6742258456,64.496512841,18.929664606
1,2022,9,FDACS (Agriculture),,Non-Point Source,7.8520245598,0.4258452112,76.932335017,12.491205603
1,2022,9,HERITAGE HARBOR,,Non-Point Source,0.2680806013,0.0112094475,8.1768715324,1.6529942287
1,2022,9,HILLSBOROUGH,,Non-Point Source,49.630550327,8.2496265852,1572.907321,310.41827993
1,2022,9,LARGO,,Non-Point Source,4.2033344597,0.9209853217,158.43385539,29.281720865
1,2022,9,MSGP COT,,Non-Point Source,2.5698209602,0.4341032373,64.485208983,20.658059524
1,2022,9,MSGP PINELLAS,,Non-Point Source,3.5544339073,0.6421068941,123.64393023,29.339573672
1,2022,9,MacDill AFB,,Non-Point Source,0.2745341072,0.0477370618,4.5805609499,1.7520426642
1,2022,9,None,,Non-Point Source,0.015080027,0.0007224326,0.1964747081,0.0445739305
1,2022,9,OLDSMAR,,Non-Point Source,3.9493428485,0.8275339796,125.23420632,23.646226035
1,2022,9,PALM BAY,,Non-Point Source,0.0346455648,0.0078682031,1.2405596263,0.2133908047
1,2022,9,PARK PLACE,,Non-Point Source,0.4366971874,0.0918451982,12.143512471,2.3960777883
1,2022,9,PASCO,,Non-Point Source,0.83347413,0.0327781258,20.893212543,4.6584221807
1,2022,9,PINELLAS,,Non-Point Source,22.916763705,6.4614928324,797.06335926,158.16231889
1,2022,9,PINELLAS PARK,,Non-Point Source,3.0533359211,0.6605692193,138.98036594,21.957073001
1,2022,9,SAFETY HARBOR,,Non-Point Source,3.8352425162,0.91028901,124.04890614,23.594005308
1,2022,9,ST PETERSBURG,,Non-Point Source,2.6397431288,0.5745828279,109.08099411,20.113911169
1,2022,9,STONEBRIAR,,Non-Point Source,0.2395613438,0.009852106,6.8661005427,1.4297859086
1,2022,9,TARPON SPRINGS,,Non-Point Source,0.4644206509,0.1481494008,15.074381258,3.2366282279
1,2022,9,Tampa,,Non-Point Source,15.454991975,3.4463514037,638.68099715,119.58948375
1,2022,9,WESTCHASE,,Non-Point Source,1.0326838907,0.2091909965,27.113921946,5.6661906428
1,2022,9,WESTCHASE EAST,,Non-Point Source,1.2694300519,0.2629011602,35.966408826,7.2568587481
1,2022,9,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0028541285,0.0001251811,0.0003066936,0.0003129527
1,2022,9,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0134632244,0.011368945,0.0079283432,0.0149591382
1,2022,9,Largo,City of Largo,PS - Domestic - REUSE,0.1089075332,0.0062590536,0.0087626751,0.0325470789
1,2022,9,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0222039928,0.0003256586,0.0034046122,0.0094737036
1,2022,9,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.5184426701,0.0306866378,0.0117093749,0.0157470904
1,2022,9,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.0942613477,0.0062840898,0.0020737497,0.0065354534
1,2022,9,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.1885640753,0.0125995351,0.0142608281,0.0329036947
1,2022,9,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.0822514756,0.0193273317,0.0049421487,0.0094430342
1,2022,9,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0478692422,0.0074795691,0.0149591382,0.0299182764
1,2022,9,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.5727284437,0.1507180115,0.3692591282,0.3767950288
1,2022,9,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.1055276443,0.5346733976,0.3728643431,0.7035176285
1,2022,9,Largo,City of Largo,PS - Domestic - SW,2.5506144283,0.2931740722,0.4104437011,1.5245051756
1,2022,9,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0704769439,0.0056381555,0.0704769439,0.2255262205
1,2022,9,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,2.7431679543,0.97420918,0.3717377134,0.4999231319
1,2022,9,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.1098839456,0,0.013769918,0.1321912128
1,2022,10,Atmospheric Deposition,,Atmospheric Deposition,1.4327261825,0.0285262451,0,0
1,2022,10,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2022,10,CHEVAL WEST,,Non-Point Source,0.0642738688,0.0117720233,1.3382549777,0.3232586821
1,2022,10,CLEARWATER,,Non-Point Source,0.927922979,0.262876232,44.577352049,8.4491767427
1,2022,10,Conservation,,Non-Point Source,0.5548123127,0.0646721148,6.3187947443,1.8378397436
1,2022,10,FDACS (Agriculture),,Non-Point Source,0.9832204064,0.0828032202,9.2432410054,1.568336437
1,2022,10,HERITAGE HARBOR,,Non-Point Source,0.0603416013,0.0119986118,1.739485033,0.3515062829
1,2022,10,HILLSBOROUGH,,Non-Point Source,7.9139234875,1.6889657788,238.50413062,47.667131696
1,2022,10,LARGO,,Non-Point Source,0.449623693,0.0970025416,16.687004982,3.0840897026
1,2022,10,MSGP COT,,Non-Point Source,0.274889472,0.0457218116,6.7918880147,2.1758047946
1,2022,10,MSGP PINELLAS,,Non-Point Source,0.3802118806,0.0676297431,13.022765081,3.0901830345
1,2022,10,MacDill AFB,,Non-Point Source,0.0293664566,0.0050278937,0.4824464014,0.184533442
1,2022,10,None,,Non-Point Source,0.0016130854,0.00007609,0.020693648,0.0046947377
1,2022,10,OLDSMAR,,Non-Point Source,0.4210736967,0.0867648862,13.156023646,2.4821959931
1,2022,10,PALM BAY,,Non-Point Source,0.0037059784,0.0008287165,0.1306616229,0.0224753315
1,2022,10,PARK PLACE,,Non-Point Source,0.0467127715,0.0096735718,1.2790123209,0.2523662754
1,2022,10,PASCO,,Non-Point Source,0.1876046361,0.0350857619,4.4446620403,0.9906051917
1,2022,10,PINELLAS,,Non-Point Source,1.5032998312,0.3727988738,54.173099376,10.391030483
1,2022,10,PINELLAS PARK,,Non-Point Source,0.3266102628,0.0695742828,14.63807122,2.3126230543
1,2022,10,SAFETY HARBOR,,Non-Point Source,0.4102495103,0.0958759553,13.065419065,2.4850325276
1,2022,10,ST PETERSBURG,,Non-Point Source,0.2823689301,0.0605177882,11.488927589,2.1184925094
1,2022,10,STONEBRIAR,,Non-Point Source,0.053922272,0.0105457112,1.4606416503,0.3040414306
1,2022,10,TARPON SPRINGS,,Non-Point Source,0.0125364797,0.0039060248,0.423975208,0.090099295
1,2022,10,Tampa,,Non-Point Source,1.6549966675,0.3634037118,67.337752278,12.608331069
1,2022,10,WESTCHASE,,Non-Point Source,0.1104644774,0.0220329878,2.8557668402,0.596790069
1,2022,10,WESTCHASE EAST,,Non-Point Source,0.1357888204,0.0276899969,3.788152739,0.7643267771
1,2022,10,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0,0,0,0
1,2022,10,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0729943353,0.0176955964,0.0252530907,0.018432913
1,2022,10,Largo,City of Largo,PS - Domestic - REUSE,0.1442993103,0.0037383241,0.0112149723,0.0411215651
1,2022,10,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0339068583,0.0004973006,0.0051990516,0.0090418289
1,2022,10,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.6437285444,0.0223516856,0.0268220227,0.0370399361
1,2022,10,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.0388371774,0.0004584945,0.0020497399,0.0050704093
1,2022,10,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.3025062728,0.0127162729,0.0174072927,0.0420894418
1,2022,10,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.1382623696,0.0152740938,0.0045344966,0.0119328858
1,2022,10,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0396404644,0.0077812763,0.0146816535,0.0293633069
1,2022,10,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.5590023391,0.0834331849,0.3059216781,0.2781106165
1,2022,10,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.2424607161,0.3526701324,0.5032896682,0.3673647213
1,2022,10,Largo,City of Largo,PS - Domestic - SW,1.6502049152,0.0855028453,0.256508536,0.9405312988
1,2022,10,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0519743468,0.0029699627,0.0371245335,0.0742490669
1,2022,10,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,1.0735328504,0.2236526772,0.2683832126,0.3706244364
1,2022,10,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.2134337289,0,0.0194030663,0.1862694362
1,2022,11,Atmospheric Deposition,,Atmospheric Deposition,9.4355440473,0.1859935922,0,0
1,2022,11,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2022,11,CHEVAL WEST,,Non-Point Source,0.0614298635,0.0022906301,1.0628575104,0.2610155678
1,2022,11,CLEARWATER,,Non-Point Source,1.0692905301,0.3066911173,52.332162288,9.9517267825
1,2022,11,Conservation,,Non-Point Source,0.788825168,0.0966424794,8.8846152032,2.6488874974
1,2022,11,FDACS (Agriculture),,Non-Point Source,1.1863602175,0.0578742504,11.021821043,1.8073635868
1,2022,11,HERITAGE HARBOR,,Non-Point Source,0.0577838483,0.0023395608,1.3847824484,0.2843368342
1,2022,11,HILLSBOROUGH,,Non-Point Source,8.6209354789,1.3088360244,251.37175076,49.841943531
1,2022,11,LARGO,,Non-Point Source,0.5209089648,0.1137796107,19.694355359,3.6521402944
1,2022,11,MSGP COT,,Non-Point Source,0.3219784387,0.0542101816,8.0924742342,2.6054542441
1,2022,11,MSGP PINELLAS,,Non-Point Source,0.4371332837,0.0787078293,15.120560386,3.6147636882
1,2022,11,MacDill AFB,,Non-Point Source,0.0335340279,0.0058141092,0.5589705281,0.2143615995
1,2022,11,None,,Non-Point Source,0.0018599586,0.000089204,0.0243170793,0.0055474875
1,2022,11,OLDSMAR,,Non-Point Source,0.4896600401,0.1024076625,15.563610976,2.9502443089
1,2022,11,PALM BAY,,Non-Point Source,0.0042903747,0.0009713496,0.1539939821,0.026582352
1,2022,11,PARK PLACE,,Non-Point Source,0.0539320745,0.0113071236,1.5028271773,0.2975758554
1,2022,11,PASCO,,Non-Point Source,0.1795469607,0.0068394783,3.531659223,0.7997281972
1,2022,11,PINELLAS,,Non-Point Source,3.7692223021,1.1138031723,126.8233444,25.801442982
1,2022,11,PINELLAS PARK,,Non-Point Source,0.3786491308,0.0817097795,17.275138184,2.738343679
1,2022,11,SAFETY HARBOR,,Non-Point Source,0.4717120574,0.111611568,15.29806388,2.9193727903
1,2022,11,ST PETERSBURG,,Non-Point Source,0.3295357636,0.0716351428,13.631598,2.5179372085
1,2022,11,STONEBRIAR,,Non-Point Source,0.0516481288,0.002056801,1.1632156753,0.2460184133
1,2022,11,TARPON SPRINGS,,Non-Point Source,0.0929889767,0.0299349133,2.9378814367,0.6430055672
1,2022,11,Tampa,,Non-Point Source,1.9134831123,0.4253729193,79.312834339,14.902148231
1,2022,11,WESTCHASE,,Non-Point Source,0.1274991275,0.0257445096,3.3558507112,0.7037905373
1,2022,11,WESTCHASE EAST,,Non-Point Source,0.1565716289,0.0323232987,4.4468091372,0.9003038641
1,2022,11,Clearwater,City of Clearwater East AWWTF,PS - Domestic - REUSE,0.0058960285,0.0001314401,0.0006572006,0.0006259054
1,2022,11,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - REUSE,0.0461467506,0.0153822502,0.0160231773,0.0160231773
1,2022,11,Largo,City of Largo,PS - Domestic - REUSE,0.1053398727,0.0031921174,0.0063842347,0.0351132909
1,2022,11,Oldsmar,City of Oldsmar WRF,PS - Domestic - REUSE,0.0291045994,0.0004268675,0.0044627052,0.0100895945
1,2022,11,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - REUSE,0.4525220669,0.0075420344,0.0247809703,0.0258584038
1,2022,11,Pinellas Co.,On Top Of The World WWTP,PS - Domestic - REUSE,0.0444267627,0.0002278296,0.0032750498,0.0042148467
1,2022,11,St. Petersburg,St Pete Facilities,PS - Domestic - REUSE,0.2632535326,0.0145121016,0.0171530116,0.0348980796
1,2022,11,Hillsborough Co.,Van Dyke WWTP,PS - Domestic - REUSE,0.1020501141,0.0071766309,0.0048107086,0.0063091261
1,2022,11,Pinellas Co.,William E. Dunn WRF (Pinellas NW),PS - Domestic - REUSE,0.0348604251,0.0063516876,0.0147713666,0.0295427332
1,2022,11,Clearwater,City of Clearwater East AWWTF,PS - Domestic - SW,0.4480981678,0.0599366976,0.299683488,0.2854128457
1,2022,11,Clearwater,City of Clearwater Northeast AWWTF,PS - Domestic - SW,0.2012911649,0.4025823297,0.4193565935,0.4193565935
1,2022,11,Largo,City of Largo,PS - Domestic - SW,1.6441282086,0.0996441339,0.1992882677,1.0960854724
1,2022,11,Oldsmar,City of Oldsmar WRF,PS - Domestic - SW,0.0485702562,0.0038856205,0.0485702562,0.1262826661
1,2022,11,Hillsborough Co.,Northwest Regional WRF,PS - Domestic - SW,1.0727266842,0.1072726684,0.3524673391,0.367792006
1,2022,11,Duke Energy,Duke Energy-Bartow Plant,PS - Industrial,0.1007707635,0,0.0087626751,0.0841216808
1,2022,12,Atmospheric Deposition,,Atmospheric Deposition,5.6312108223,0.1073788087,0,0
1,2022,12,Ground Water,,Ground Water,0.5487808818,0.1630811084,0,0
1,2022,12,CHEVAL WEST,,Non-Point Source,0.0414973171,0.0016898905,0.9740246134,0.2392063986
1,2022,12,CLEARWATER,,Non-Point Source,0.4956642871,0.1416765211,24.174937834,4.5972183413
1,2022,12,Conservation,,Non-Point Source,0.4939815552,0.0656893198,5.5440926136,1.704653301
1,2022,12,FDACS (Agriculture),,Non-Point Source,0.7376134283,0.0316867971,7.4904012196,1.2371723036
1,2022,12,HERITAGE HARBOR,,Non-Point Source,0.0390343481,0.0017259887,1.2690432873,0.2605790554
